"","names","allpos","pval"
"77","gpm667",162.62,0.516624787697172
"78","gpm774d",162.74,0.415670333786238
"79","umc2226",164.13,0.261197735636527
"80","mmp135",164.33,0.665940613600716
"81","bnlg1127",165.83,0.809763068657846
"82","bnlg1953",168.33,0.381929470046317
"83","gpm768",168.34,0.43548264202276
"84","gpm291",168.35,0.372087380424905
"85","IDP4048",177.32,0.0192985037443436
"86","IDP2552",178.95,0.0308459359181219
"87","npi403b",182.13,0.00749683832193704
"88","IDP645",193.89,0.0306625477084692
"89","umc76a",196.73,0.000132527427558427
"90","ufg78",198.03,0.00195352188394249
"91","cdo1387b",199.83,0.48381722171964
"92","gpm518",201.34,0.508575506849936
"93","gpm748b",202.7,0.539970305804459
"94","lim122",203.33,0.60866790331512
"95","IDP2362",203.7,0.780837203153369
"96","IDP2385",203.71,0.625381706184364
"97","umc1073",206.84,0.0769516332648251
"98","IDP1410",209.61,0.166524103633227
"99","npi439a",215.14,0.0155289766414669
"100","umc230",216.74,0.00872574071583843
"101","umc11a",217.14,0.00024098266560435
"102","bnlg1484",217.34,0.00569704177070296
"103","IDP3976",218.09,1.1063724079774e-05
"104","gpm796a",220.99,6.37811283099587e-06
"105","IDP329",221.79,4.55005777499906e-09
"106","mmp66",222.74,1.71634328971493e-09
"107","AY109929",223.74,4.26007423781627e-08
"108","IDP1483",224.74,2.11654829218588e-08
"109","gpm857",225.64,1.02866702822446e-07
"110","gpm559",225.98,1.9203183598826e-08
"111","AY110052",227.94,3.89797061073338e-07
"112","gpm838a",228.09,0.0438754831949463
"113","IDP3914",238.65,0.726454065310299
"114","AY110028",244.64,0.0530534281634509
"115","IDP112",251.06,0.00701859342606126
"116","IDP142",252.7,0.000883584259300574
"117","npi242b",253.54,0.00144785885796617
"118","IDP81",254.78,0.000935847743161466
"119","asg26",256.24,0.0237919094788446
"120","IDP1632",256.7,0.0306511616778731
"121","lim51",257.04,0.148570440829678
"122","bnlg439",257.44,0.22970114205906
"123","bnlg1203",257.64,0.193601633733719
"124","IDP349",257.65,0.0972545998782849
"125","AY106592",257.82,0.134265578629015
"126","fad8",259.04,0.0125834521269541
"127","gpm121",259.55,0.0142454777747194
"128","AY110640",262.74,0.000888227393598839
"129","gpm357",266.43,0.00252191935355472
"130","gpm101a",267.73,0.0136970792800859
"131","IDP3865",268.94,0.253523123697095
"132","umc13",268.95,0.15522722300842
"133","gpm567",270.13,0.0152105881764721
"134","asg35b",272.25,0.0869790864103117
"135","gpm63b",273.2,0.140360433832564
"136","gpm498c",276.24,0.288599538520961
"137","AY110632",276.45,0.253502396383929
"138","IDP875",277.67,0.277234022574799
"139","AY110240",280.7,0.324724033759109
"140","ndp2",280.95,0.516089390163767
"141","mmp23",284.55,0.559679470086524
"142","AW400087",285.55,0.63681515506428
"143","ndp1",286.95,0.733485647262942
"144","bnlg1866",288.45,0.899415874914962
"145","umc1880",288.65,0.876241929326785
"146","umc1598",289.05,0.575375221765537
"147","lim432",290.75,0.289934438764312
"148","AY107489",293.99,0.308491693421203
"149","gpm28c",294.93,0.0968973289035676
"150","mmp151a",295.55,0.104912529916284
"151","AY110393",301.15,0.0310744065473093
"152","mmp100",309.75,0.344097817835335
"153","umc2145",317.35,0.940715878706706
"154","mmp56",319.25,0.780114829725815
"155","cdo938a",321.45,0.649755174658173
"156","bnlg2238",325.05,0.808707413105957
"157","gpm898",326.83,0.65378814433913
"158","umc2124a",326.85,0.619394114263965
"159","sus2",327.41,0.0262747580733903
"160","IDP1489",328.78,0.037105505811551
"161","umc1849",333.35,0.0624478124901542
"162","asg75",334.85,0.0564872437289604
"163","gpm364",335.61,0.00257840124327136
"164","sod4",335.85,0.00141005564319563
"165","chr125b",338.56,0.00537780897807705
"166","asg30b",339.05,0.0113048576062739
"167","IDP739",339.06,0.0187041136748439
"168","IDP182",342.96,0.0034912829523025
"169","AY110330",348.96,0.00272214977541063
"170","IDP1411",348.99,0.0124386374260042
"171","gpm492",351.93,0.0101908499329528
"172","csu207",354.36,0.00130413623229653
"173","gpm933",355.89,0.000387696415154237
"174","umc2227",359.26,0.00442775232936821
"175","IDP2553",364.8,0.114981383252243
"176","ufg13b",367.56,0.0233682191950909
"177","ufg77",371.56,0.00651339745732959
"178","umc1917",373.16,0.0332592839868904
"179","isu041b",375.56,0.0349314449652488
"180","ufg43",381.96,0.54490861275586
"181","bnlg1811",384.76,0.080477018619882
"182","IDP1953",387.66,8.41058878875423e-07
"183","IDP99",389.16,2.44900218993038e-08
"184","dupssr26",389.48,3.37774036518468e-08
"185","umc2228",390.16,3.43782713407847e-09
"186","IDP252",391.54,2.46323312819152e-05
"187","gpm815a",391.64,2.48175230255221e-07
"188","gpm251",393.19,5.10291321420553e-08
"189","aoc1",394.51,2.73695348607106e-08
"190","umc2229",395.66,2.22044604925031e-15
"191","gpm850c",395.95,1.55431223447522e-15
"192","bnlg2295",396.56,4.44089209850063e-16
"193","gpm181",397.33,3.35065308831872e-12
"194","gpm532",397.34,9.21340781445679e-12
"195","gpm198",398.44,7.02213842629362e-11
"196","IDP376",398.98,2.06494044086014e-10
"197","bnlg2086",399.57,1.5084600235582e-12
"198","umc2112",399.67,1.61226587636065e-12
"199","asg3",400.27,1.39694922296485e-11
"200","IDP1986",402.87,2.23476792626798e-12
"201","csu3",403.37,5.04041253179821e-13
"202","gpm305",405.38,5.88418203051333e-14
"203","IDP1605",409.13,1.11662901147724e-11
"204","IDP751",410.97,8.95927776412009e-12
"205","mmp61",410.98,5.16253706450698e-14
"206","lim497",412.08,2.09832151654155e-13
"207","umc2025",415.38,1.70373715135952e-11
"208","mmp39",423.58,1.08093534123554e-11
"209","umc1515",428.98,1.72750702631674e-13
"210","myc7",429.58,1.2596590437397e-12
"211","IDP1457",430.79,6.50356268838692e-09
"212","gpm104",431.65,4.82503370591303e-09
"213","gpm787b",431.73,9.60825558782297e-07
"214","AY111680",431.98,9.51530741455375e-06
"215","IDP2367",432.06,6.94702111970757e-05
"216","IDP2412",434.36,5.33439318186613e-05
"217","gpm429c",434.37,0.000255092403665391
"218","AY109678",435.68,0.000128353025417471
"219","IDP194",435.73,4.43303659733996e-05
"220","mmp143",436.28,0.00079892699032269
"221","gpm540b",437.09,0.000624375749597617
"222","csu1138",437.38,0.00358694535230375
"223","rz323a",437.68,0.00388586320860085
"224","AY106439",438.38,0.00135298304450437
"225","gpm519",438.44,0.00408548245951168
"226","IDP676",439.48,0.0212798419244347
"227","mmp101",439.58,0.0305815523122075
"228","IDP2551",441.56,0.00335720980586129
"229","IDP1407",442.3,0.00554951893283973
"230","AY110396",443.88,3.50055562019502e-05
"231","umc1626",447.13,1.13172731197597e-05
"232","umc1676",449.18,7.01481801530512e-05
"233","IDP1675",449.2,3.35249303120566e-05
"234","umc2231",451.88,0.000218733735010135
"235","umc1703",452.28,0.000135360213930125
"236","AI855190",463.08,4.77908704110686e-06
"237","IDP653",464.32,4.21329407807036e-07
"238","IDP34",464.33,3.54007366187847e-06
"239","umc1906",465.39,4.48322565970161e-05
"240","umc1903a",466.29,7.10699803463388e-06
"241","mmp124",467.79,9.49643589209792e-07
"242","umc2232",469.29,4.26496697047973e-06
"243","umc1395",470.09,8.35832737078324e-05
"244","umc1321",471.59,0.000109190367701184
"245","umc2233",472.89,2.737198336622e-05
"246","umc1603",474.29,4.69031227701144e-06
"247","gpm692a",474.55,5.43713221712316e-06
"248","gpm29",479.54,1.26991859524805e-05
"249","gpm349",481.2,0.000375906632342993
"250","gpm150b",483.14,0.000313730435002046
"251","uaz276",484.29,8.37860389364398e-05
"252","IDP2452",488.4,0.116838338097853
"253","gpm931b",488.95,0.130491581872167
"254","mbd106",491.44,0.0262138316228767
"255","gpm618",493.66,0.18644577293487
"256","umc67a",494.99,0.102771797534815
"257","IDP386",498.15,0.0524701636344592
"258","gpm229",498.41,0.0794708214685143
"259","gpm4",498.42,0.233778026493654
"260","umc1972",501.7,0.154162934878844
"261","IDP741",503.17,0.000170535946581674
"262","IDP4037",504.06,0.000105861335927604
"263","IDP4052",505.7,0.0179653558351734
"264","umc1812",506.6,0.00280499740803619
"265","IDP1703",509.1,0.543526919874576
"266","myb6",513.1,0.728805232251453
"267","umc1590",515.4,0.741971013380036
"268","AY109499",516.1,0.479390827186868
"269","AY110566",517.3,0.0916128534806178
"270","bnl5.59a",518.8,0.523329195629394
"271","IDP846",520.8,0.140034437612221
"272","php20654",521.7,0.437956164669824
"273","AY110296",522.3,0.628472409243564
"274","asg58",524.1,0.383821867091471
"275","umc1811",524.8,0.198070452183343
"276","bnlg2057",526,0.577711273394249
"277","umc2234",527.4,0.28184588964726
"278","mbd119",527.67,0.546472748068089
"279","bnlg1598",531.2,0.0140121394613525
"280","umc1123",533.5,0.00353183109484678
"281","AY104360",539.7,0.677516270091123
"282","mmp156",542.6,0.668754219356399
"283","bnlg1057",546.7,0.549775294147701
"284","umc1396",546.8,0.339112672312243
"285","nact15",547.22,0.273547980591832
"286","umc2235",548.4,0.245716273323603
"287","umc1748",552,0.0521169476263674
"288","umc1919a",554.2,0.314683003461309
"289","bnlg1615",556,0.823134798999835
"290","csu805",556.9,0.93970075970979
"291","gpm688",557.88,0.317700163187099
"292","gpm894",557.89,0.529414276822828
"293","gpm169",558.46,0.616164082252408
"294","AY111153",559.41,0.529638440312894
"295","gpm906a",559.45,0.909040464939405
"296","gpm906b",561,0.822057593640692
"297","IDP168",562.02,0.779485381516269
"298","umc2151",562.31,0.258992090560736
"299","IDP2465",568.93,0.288521182341216
"300","ntf1",569.21,0.331436606717157
"301","umc58",574.31,0.512581539195409
"302","asg16b",576.61,0.392141527619115
"303","IDP790",581.55,0.323540115189789
"304","IDP4057",582.07,0.278291568028189
"305","IDP438",585.41,0.219426737902182
"306","IDP295",586.3,0.221709628914548
"307","umc1709",586.61,0.228904399850046
"308","php20644",588.01,0.0864316603781374
"309","umc1924",592.21,0.141684104694454
"310","ufg50",595.91,0.137412625083941
"311","uaz147b",598.41,0.100235072163843
"312","gpm136",601,0.110675115396637
"313","csu1132",602.21,0.09546172197928
"314","umc2236",603.21,0.0549573669212026
"315","umc1925",604.91,0.000706679937188537
"316","asg62",605.71,0.000604147997868121
"317","IDP1972",606.8,0.0635553816653784
"318","gpm260a",607.21,0.0276957171902106
"319","gpm820f",608.19,0.0426863280474495
"320","umc2237",616.91,0.428899216102663
"321","umc2239",629.01,0.032003236540799
"322","gpm192",630.33,0.0102893357188176
"323","gpm96",631.43,0.0118002030075345
"324","umc2238",636.71,0.0258877892427738
"325","IDP1656",637.8,0.0635866493160837
"326","IDP716",639.93,0.0116909971080135
"327","csu374b",640.71,0.01536044931988
"328","IDP198",644.4,0.0166891866689476
"329","bcd98a",647.91,0.120763008376929
"330","umc1358",651.81,0.676740542651289
"331","AY111834",655.11,0.384092298903053
"332","bnlg1556",657.01,0.155309968184609
"333","gpm420b",659.31,0.25532432473851
"334","dmt103c",666.14,0.488700432392369
"335","IDP243",667.72,0.79175791177915
"336","umc23a",668.61,0.780068324985725
"337","IDP3873",674.22,0.267350227964364
"338","gpm852",678.16,0.00896582185281802
"339","hmga102",682.49,0.940260781390918
"340","gpm802",683.08,0.627740009510876
"341","lim442",683.61,0.785444696980281
"342","gpm440",687.81,0.418097508335179
"343","gpm415a",687.82,0.393963069321982
"344","gpm63a",687.83,0.451958302358118
"345","IDP856",691.85,0.671524460364291
"346","mmp173",692.03,0.433021143710596
"347","php20661",698.33,0.515185248756002
"348","bnlg1025",698.93,0.547204329424362
"349","IDP644",698.96,0.241483439830248
"350","bcd207a",701.93,0.625052821623054
"351","AY110356",704.83,0.626240462249198
"352","umc1128",709.93,0.296813229638624
"353","IDP640",714.62,0.206383276244619
"354","IDP2492",715.86,0.731593495556277
"355","bcd386a",716.23,0.516570009227379
"356","bnlg1564",716.93,0.514865493627333
"357","IDP820",717.45,0.469813336802033
"358","npi447a",718.73,0.555116607526495
"359","phi002",719.33,0.561027032593086
"360","umc1245",720.33,0.500017237117208
"361","AY105132",720.5,0.566461339794961
"362","IDP1982",720.51,0.532705205048741
"363","AY110159",720.74,0.485197243901215
"364","umc128a",720.84,0.649479184658509
"365","umc37a",724.54,0.254858013247131
"366","AY110313",733.64,0.224170319547711
"367","IDP126",736.62,0.373905390685087
"368","AY110191",738.84,0.511883212773262
"369","cdo98b",743.14,0.656926155777493
"370","umc1998",746.34,0.765015518737338
"371","mmp99",748.44,0.749064867832012
"372","gpm389a",750.71,0.310653896882775
"373","bnlg2228",753.64,0.00147862245860553
"374","umc83a",754.94,0.0013406337238111
"375","lim254",758.74,8.83003850038477e-08
"376","chr124",760.64,0.0496087790646549
"377","npi120",764.34,0.0186905418646576
"378","ufg61",766.67,0.147988301974466
"379","bnlg1643",766.98,0.278489958916734
"380","umc2080",767.84,0.282717038343025
"381","umc1955",768.84,0.330956265433235
"382","gpm819",770.49,0.758464427516465
"383","gpm243b",772.83,0.929298146627652
"384","umc2181",772.94,0.376392982167474
"385","IDP707",773.76,0.735546898864284
"386","umc1838a",775.84,0.741933428948564
"387","IDP512",776.78,0.540780921424111
"388","umc1446",780.04,0.410276996840707
"389","umc1928",781.64,0.793620712803274
"390","mmp22",783.14,0.911642195240592
"391","IDP669",783.74,0.765509685347819
"392","an1",783.75,0.785326603930657
"393","IDP3997",785.84,0.670144367016729
"394","sdg123",791.85,0.589181344362737
"395","gpm547c",794.32,0.47645469430212
"396","umc1991",799.15,0.800311773777291
"397","IDP1468",800.91,0.78735369335651
"398","gpm608",802.41,0.145836794755192
"399","umc1383",803.75,0.179339071189766
"400","umc2240",804.95,0.212624873627812
"401","umc1914",808.35,2.54904968133296e-07
"402","AY106137",808.46,3.45189015926728e-07
"403","IDP630",808.81,2.64021786877677e-07
"404","AY109506",809.45,2.84786119353342e-07
"405","nfc103a",809.71,2.88606654463841e-07
"406","gpm838c",810.37,3.75820219529199e-05
"407","cdj2",810.75,0.000349922890580556
"408","ufg53",813.65,0.000158712775332748
"409","IDP3841",816.54,6.13070472558208e-05
"410","csu696",819.95,2.11395923421787e-05
"411","rz403",824.25,1.50683473548741e-05
"412","IDP3803",827.04,7.71895983302517e-05
"413","chrom7",831.45,3.86939683640897e-05
"414","glb1",837.75,7.13251792072711e-08
"415","umc2047",840.75,1.05471279487901e-08
"416","IDP2516",841.93,1.26377085463147e-08
"417","gpm138b",842.79,1.1361662677345e-07
"418","IDP3798",843.45,1.10648413653713e-07
"419","umc140a",844.55,1.23757711856243e-07
"420","bnlg1331",845.45,2.05293564370379e-07
"421","AY110452",853.85,0.000277727750439882
"422","IDP3993",857.65,0.00107072331040092
"423","gpm129",864.62,0.00021612300995566
"424","AY112283",867.66,5.08895230415529e-05
"425","IDP2347",870.75,9.28587221108446e-05
"426","IDP340",872.97,7.82626224382632e-07
"427","d8",875.24,8.10367186909744e-07
"428","mmp195d",878.15,4.19094170256429e-07
"429","tb1",881.15,9.52838868473194e-07
"430","gpm350a",883.48,5.96377418715655e-06
"431","IDP437",885.15,0.000155575029411104
"432","chb101b",886.32,0.00029965241398755
"433","IDP3977",888.35,1.99360285428885e-05
"434","AI665421",888.36,1.99360285428885e-05
"435","AY110019",889.36,5.81774286811942e-06
"436","IDP1636",889.37,5.81774286811942e-06
"437","gpm266",889.75,5.62132341697108e-06
"438","gpm277",889.76,5.62132341697108e-06
"439","bcd808a",890.17,0.000110659835765858
"440","gpm801a",890.35,0.000116090273350689
"441","gpm660a",890.57,0.00012272849602557
"442","nfa103a",890.58,0.00012272849602557
"443","umc2189",890.68,0.000120969302793483
"444","gpm521a",891.3,7.34392308729959e-05
"445","gpm663a",894.95,0.00718309294411545
"446","umc2149",897.18,0.00780088546350521
"447","AY104234",897.19,0.00780088546350521
"448","mmp83",897.69,0.0164376531398984
"449","IDP527",900.59,0.0046269439662292
"450","adh1",900.6,0.00448057448877903
"451","gpm85",902.62,0.00185898108029203
"452","BE639426",905.6,0.00248230904859859
"453","gpm862",905.85,0.00253418988523135
"454","hxa102b",911.9,0.0222306600597003
"455","mmp172",913.7,0.0219590408246985
"456","npi407",915.2,0.023686587015014
"457","vef101b",922.53,0.438814080820072
"458","lim99a",924.8,0.471093174699038
"459","npi282b",926.4,0.511658684807258
"460","IDP1420",928.48,0.00192907941534715
"461","lim78",929,0.00215873120173216
"462","gpm623",934.56,0.420251845277081
"463","mmp165",938.2,0.248447024203932
"464","IDP3843",940.48,0.0285825509937543
"465","mmp87",940.9,0.0289367746084376
"466","IDP2395",944.11,7.44268584150776e-05
"467","lim39",948.7,7.35110978887787e-05
"468","gpm610a",949.3,0.000809241515694725
"469","bnl7.25a",949.7,0.0020112060429428
"470","gpm164b",949.97,0.00175713117668663
"471","IDP195",950.91,0.000489849526547848
"472","IDP2450",951.38,6.26552980026451e-05
"473","IDP823",951.82,1.49121315882184e-05
"474","umc257",961.7,1.59983448095868e-05
"475","AY109834",968.5,0.00192024313493688
"476","IDP870",971.46,0.000646470408104394
"477","AY110426",985.8,0.112551368946126
"478","ufg14",993.5,0.000532599178194371
"479","IDP3913",999.38,0.00515431870113281
"480","mmp195g",999.4,0.00490347809698621
"481","npi238",1004.6,0.00149826947909215
"482","jpsb239b",1005.1,0.00148798418611817
"483","IDP1975",1006.1,0.00152284786481627
"484","IDP3856",1010.93,0.124158690516805
"485","gpm217a",1014.67,0.124233580081254
"486","umc1129",1017.6,0.00209802357627809
"487","IDP691",1018.18,0.00184717607803841
"488","bnl8.29a",1019.9,0.00168753928586152
"489","IDP806",1020.8,0.00675109002526708
"490","umc1111",1021.1,0.0183188915504795
"491","hon110",1023.27,0.0201862876945845
"492","npi241a",1024.2,0.0200186023690826
"493","IDP538",1024.98,0.00473254004180212
"494","umc2241",1029.5,0.00883876780423287
"495","umc1118",1032.8,0.000235101835167839
"496","mtf1",1034.39,0.00029372531870453
"497","AY110479",1038.2,0.0597781996438985
"498","IDP1633",1041.69,0.00327439437900379
"499","umc1744",1049.6,0.760499095668887
"500","IDP2440",1050.49,0.729711628174234
"501","IDP3868",1051.71,0.686074350599991
"502","umc84a",1052.7,0.767686061782614
"503","umc86a",1053.2,0.879017158961139
"504","gpm765c",1053.34,0.871361494695115
"505","AY106825",1054.4,0.92771622465037
"506","php15058",1056.3,0.691069879008019
"507","AY109128",1058.05,0.928795666704997
"508","IDP772",1058.06,0.941160438685594
"509","AY110160",1062.31,0.835361846011229
"510","AY112175",1062.32,0.81926077256724
"511","lim228",1090.92,0.0472554250251213
"512","gpm548a",1093.89,0.0132892959437181
"513","umc1331",1095.02,0.0126999486365881
"514","csu1089",1096.52,0.0107927988335627
"515","fdx3",1096.92,0.0108666810674558
"516","umc2045",1097.82,0.0109910070381402
"517","cesa6",1100.02,0.0344535113717195
"518","gpm671a",1100.03,0.0344535113717195
"519","phi064",1101.53,0.124934930542404
"520","gpm469",1101.54,0.143719020207145
"521","IDP72",1102.87,0.121076464951762
"522","gpm308a",1104.3,0.0248481213293064
"523","IDP1478",1108.73,0.0204086343035043
"524","bnl6.32",1111.73,0.223755230126103
"525","IDP2400",1114.71,0.785181512880946
"526","umc1605",1115.63,0.497570003685847
"527","umc1819",1117.73,0.41856480738717
"528","umc2244",1118.83,0.116690892247417
"529","AY110983",1119.72,0.534146652282673
"530","AY109916",1136.43,0.0610001713833608
"531","gpm201b",1140,6.90544467418786e-06
"532","AY110535",1141,7.46859449174408e-07
"533","umc2246",1144.1,1.21180248380259e-06
"534","isu53a",1144.8,4.39327077828011e-07
"535","gpm71",1149.61,5.55616302300166e-07
"536","IDP53",1157.21,8.08885430014783e-06
"537","IDP2371",1157.22,3.56222422115415e-07
"538","gpm180b",1164.48,0.000656118819454932
"539","isu144a",1168.41,0.0383966148875218
"540","umc2245",1171.91,0.0278903011039736
"541","IDP776",1175.26,0.0166576195329392
"542","jpsb485b",1184.31,0.12745335169089
"543","IDP1702",1189.53,0.0189460202295076
"544","IDP677",1191.59,0.281371029774864
"545","umc53a",1191.91,0.307865915929367
"546","gpm691b",1192.8,0.560964966388883
"547","gpm156a",1193.6,0.381483573819376
"548","npi254a",1196.61,0.00596222622856257
"549","umc1542",1198.61,0.321074278092083
"550","bnlg1297",1200.91,0.0112681291086247
"551","bnlg1017",1206.71,0.00209590117563652
"552","gpm86",1210.84,0.00230577902984763
"553","IDP1683",1211.58,0.00307363881200151
"554","umc1980",1216.61,0.00897716092177536
"555","umc1265",1218.71,0.0358473313096525
"556","gpm470",1222.89,0.47675428322625
"557","AY109603",1223.31,0.260655133130327
"558","BE640649",1228.81,0.204498604221223
"559","npi208c",1231.31,0.794910699453735
"560","IDP4073",1231.56,0.665405640335076
"561","gpm762a",1233,0.482998145265527
"562","umc1961",1233.01,0.770132876460251
"563","gpm273a",1233.23,0.299213346077478
"564","umc1824a",1233.61,0.691502403502354
"565","mmc0111",1234.31,0.379931180612731
"566","IDP232",1234.32,0.278842905326626
"567","AY109516",1235.41,0.215540474298986
"568","dmt102b",1235.44,0.545362260320893
"569","gpm914a",1243.54,0.784681813304167
"570","IDP2388",1249.3,0.439515789955881
"571","gpm398c",1255.38,0.0187641781524734
"572","eks1",1263.41,0.000117033396294319
"573","bnlg2277",1284.11,9.35781954147785e-07
"574","gpm786",1284.34,1.46420361224475e-06
"575","gpm575a",1284.4,6.82900621939986e-07
"576","IDP4006",1287.92,1.55695086071495e-05
"577","bnlg1327",1289.11,6.20814965213157e-06
"578","myb5",1290.21,1.87785920147121e-08
"579","IDP225",1292.04,1.34725564038263e-12
"580","gpm77",1293.42,4.21884749357559e-15
"581","umc1262a",1294.11,6.88338275267597e-14
"582","umc1261a",1295.61,3.5527136788005e-14
"583","gpm7",1298.15,1.57651669496772e-14
"584","gpm216a",1302.04,2.20802294337297e-07
"585","IDP2390",1304.33,5.90105917130934e-07
"586","AY106040",1304.51,2.17567319715783e-07
"587","gpm31a",1305.81,1.526330464241e-07
"588","umc6a",1305.82,1.0809242205756e-06
"589","gpm753f",1314.25,2.91336766505834e-05
"590","IDP591",1315.17,2.18570094012716e-06
"591","IDP1954",1316.37,1.15851281101698e-06
"592","IDP3802",1316.7,1.31642152734202e-09
"593","IDP601",1318.06,3.7312123069011e-07
"594","gpm359d",1319.74,8.70474448078085e-09
"595","mmc0231a",1320.42,0.000925801042893193
"596","umc44b",1323.32,3.76867882629917e-05
"597","gpm651b",1325.03,0.029781225633875
"598","nfd102",1327.22,0.00938757423774361
"599","gpm328b",1327.67,0.00176045123031421
"600","gpm69",1332.52,2.45649112495805e-07
"601","IDP668",1332.93,1.16191947507893e-07
"602","umc61",1334.32,1.51305912243771e-09
"603","umc2195",1337.35,7.79121874461275e-07
"604","mmp33",1344.12,1.98788817185047e-07
"605","psr901",1353.22,0.000584514800709313
"606","ufg28b",1357.02,0.688164417557212
"607","ole1",1357.52,0.747819553598936
"608","npi587",1357.82,0.786283390075325
"609","mmp42",1359.72,0.169957834462025
"610","AI920398",1362.42,0.0105427892734701
"611","sdg104",1364.27,0.00810587320375378
"612","IDP2485",1367.02,0.0493049993667263
"613","bnlg1064",1368.12,0.0315404599343584
"614","AY107034",1371.08,0.0192907139743452
"615","sdg107",1373.56,0.0465865777387402
"616","AY104214",1377.42,0.254933369683227
"617","umc34",1384.32,0.081204224319596
"618","gpm106a",1385.12,0.125270012110514
"619","bnlg381",1385.72,0.0335290377656018
"620","IDP1453",1386.26,0.0998971714580625
"621","gpm117f",1387.42,0.0963737068180849
"622","npi607",1388.22,0.185275994325939
"623","umc1024",1391.12,0.194945543302504
"624","gpm268a",1397.06,0.192026592814849
"625","AY103944",1398.22,0.0245723456455881
"626","AY110266",1403.62,0.0140705696093374
"627","sam2",1407.82,0.294216684808984
"628","IDP3858",1407.83,0.351300787422
"629","isu58a",1408.52,0.344656955322839
"630","umc2248",1408.82,0.211287068524273
"631","umc259b",1409.42,0.330795152427559
"632","umc1448",1410.62,0.0268312835506254
"633","gpm460a",1411.99,0.0900071486411311
"634","hag103a",1413.22,0.0880849730122908
"635","umc1541",1415.92,0.1446043513926
"636","mmp122",1416.62,0.267931084964999
"637","IDP2407",1417,0.102114791796713
"638","IDP3777",1420.37,8.54514433884512e-05
"639","mmp167",1422.32,0.000711830287954629
"640","prp2",1425.72,0.0570118956387408
"641","gpm820d",1429.17,0.230888260705652
"642","umc134b",1429.82,0.10031341553583
"643","grf1",1433.52,0.492473947503134
"644","gpm292b",1434.14,0.632225704605214
"645","lim86",1434.82,0.867352944405443
"646","bnlg1018",1435.22,0.534449686732419
"647","gpm119",1435.83,0.0131513109139688
"648","bnlg1175",1436.12,0.000423875295379794
"649","umc2251",1436.82,0.00313960739736652
"650","AI714808",1437.13,0.000107201924114397
